page_a,page_b,common_words,union_words,common_pct_jaccard
frelon-asiatique-thiais,punaises-de-lit-orly,374,468,79.9145
frelon-asiatique-thiais,punaises-de-lit-thiais,380,460,82.6087
frelon-asiatique-thiais,punaises-de-lit-versailles,371,473,78.4355
frelon-asiatique-thiais,rats-arcueil,261,747,34.9398
frelon-asiatique-thiais,rats-cachan,237,807,29.368
frelon-asiatique-thiais,rats-fresnes,227,766,29.6345
frelon-asiatique-thiais,rats-gentilly,263,748,35.1604
frelon-asiatique-thiais,rats-le-kremlin-bicetre,260,745,34.8993
frelon-asiatique-thiais,rats-lhay-les-roses,221,762,29.0026
frelon-asiatique-thiais,souris-arcueil,261,747,34.9398
frelon-asiatique-thiais,souris-cachan,219,787,27.8272
frelon-asiatique-thiais,souris-fresnes,220,769,28.6086
frelon-asiatique-thiais,souris-gentilly,263,748,35.1604
frelon-asiatique-thiais,souris-le-kremlin-bicetre,260,745,34.8993
frelon-asiatique-thiais,souris-lhay-les-roses,224,768,29.1667
frelon-asiatique-thiais,xylophages-antony,372,491,75.7637
frelon-asiatique-thiais,xylophages-chatenay-malabry,369,494,74.6964
frelon-asiatique-thiais,xylophages-choisy-le-roi,372,489,76.0736
frelon-asiatique-thiais,xylophages-orly,373,488,76.4344
frelon-asiatique-thiais,xylophages-thiais,379,480,78.9583
frelon-asiatique-thiais,xylophages-versailles,369,493,74.8479
frelons-antony,frelons-arcueil,171,710,24.0845
frelons-antony,frelons-choisy-le-roi,255,714,35.7143
frelons-antony,frelons-clamart,169,709,23.8364
frelons-antony,frelons-gentilly,171,713,23.9832
frelons-antony,frelons-le-kremlin-bicetre,173,706,24.5042
frelons-antony,frelons-orly,254,715,35.5245
frelons-antony,frelons-thiais,254,713,35.6241
frelons-antony,frelons-versailles,268,854,31.3817
frelons-antony,guepes-antony,400,699,57.2246
frelons-antony,guepes-arcueil,160,720,22.2222
frelons-antony,guepes-chatenay-malabry,251,722,34.7645
frelons-antony,guepes-choisy-le-roi,256,723,35.408
frelons-antony,guepes-clamart,158,718,22.0056
frelons-antony,guepes-gentilly,160,723,22.13
frelons-antony,guepes-le-kremlin-bicetre,163,714,22.8291
frelons-antony,guepes-orly,252,718,35.0975
frelons-antony,guepes-thiais,252,716,35.1955
frelons-antony,guepes-versailles,257,827,31.0762
frelons-antony,mouches-antony,250,729,34.2936
frelons-antony,mouches-chatenay-malabry,238,742,32.0755
frelons-antony,mouches-choisy-le-roi,240,737,32.5645
frelons-antony,mouches-orly,239,738,32.3848
frelons-antony,mouches-thiais,239,736,32.4728
frelons-antony,mouches-versailles,238,740,32.1622
frelons-antony,punaises-de-lit-antony,362,761,47.569
frelons-antony,punaises-de-lit-arcueil,285,851,33.49
frelons-antony,punaises-de-lit-cachan,237,909,26.0726
frelons-antony,punaises-de-lit-chatenay-malabry,287,860,33.3721
frelons-antony,punaises-de-lit-choisy-le-roi,238,732,32.5137
frelons-antony,punaises-de-lit-clamart,289,855,33.8012
frelons-antony,punaises-de-lit-fresnes,229,885,25.8757
frelons-antony,punaises-de-lit-gentilly,286,853,33.5287
frelons-antony,punaises-de-lit-le-kremlin-bicetre,282,851,33.1375
frelons-antony,punaises-de-lit-lhay-les-roses,242,894,27.0694
frelons-antony,punaises-de-lit-orly,237,733,32.3329
frelons-antony,punaises-de-lit-thiais,237,731,32.4213
frelons-antony,punaises-de-lit-versailles,237,735,32.2449
frelons-antony,rats-arcueil,285,851,33.49
frelons-antony,rats-cachan,258,914,28.2276
frelons-antony,rats-fresnes,242,879,27.5313
frelons-antony,rats-gentilly,286,853,33.5287
frelons-antony,rats-le-kremlin-bicetre,282,851,33.1375
frelons-antony,rats-lhay-les-roses,249,862,28.8863
frelons-antony,souris-arcueil,285,851,33.49
frelons-antony,souris-cachan,238,896,26.5625
frelons-antony,souris-fresnes,240,877,27.366
frelons-antony,souris-gentilly,286,853,33.5287
frelons-antony,souris-le-kremlin-bicetre,282,851,33.1375
frelons-antony,souris-lhay-les-roses,249,871,28.5878
frelons-antony,xylophages-antony,255,736,34.6467
frelons-antony,xylophages-chatenay-malabry,243,748,32.4866
frelons-antony,xylophages-choisy-le-roi,245,744,32.9301
frelons-antony,xylophages-orly,244,745,32.7517
frelons-antony,xylophages-thiais,244,743,32.8398
frelons-antony,xylophages-versailles,243,747,32.5301
frelons-arcueil,frelons-choisy-le-roi,152,600,25.3333
frelons-arcueil,frelons-clamart,288,373,77.2118
frelons-arcueil,frelons-gentilly,300,367,81.7439
frelons-arcueil,frelons-le-kremlin-bicetre,293,369,79.4038
frelons-arcueil,frelons-orly,151,601,25.1248
frelons-arcueil,frelons-thiais,151,599,25.2087
frelons-arcueil,frelons-versailles,262,643,40.7465
frelons-arcueil,guepes-antony,165,717,23.0126
frelons-arcueil,guepes-arcueil,300,363,82.6446
frelons-arcueil,guepes-chatenay-malabry,148,608,24.3421
frelons-arcueil,guepes-choisy-le-roi,155,607,25.5354
frelons-arcueil,guepes-clamart,257,402,63.9303
frelons-arcueil,guepes-gentilly,268,398,67.3367
frelons-arcueil,guepes-le-kremlin-bicetre,261,399,65.4135
frelons-arcueil,guepes-orly,149,604,24.6689
frelons-arcueil,guepes-thiais,149,602,24.7508
frelons-arcueil,guepes-versailles,243,624,38.9423
frelons-arcueil,mouches-antony,142,620,22.9032
frelons-arcueil,mouches-chatenay-malabry,140,623,22.4719
frelons-arcueil,mouches-choisy-le-roi,142,618,22.9773
frelons-arcueil,mouches-orly,141,619,22.7787
frelons-arcueil,mouches-thiais,141,617,22.8525
frelons-arcueil,mouches-versailles,139,622,22.3473
frelons-arcueil,punaises-de-lit-antony,157,749,20.9613
frelons-arcueil,punaises-de-lit-arcueil,170,749,22.6969
frelons-arcueil,punaises-de-lit-cachan,158,771,20.4929
frelons-arcueil,punaises-de-lit-chatenay-malabry,168,762,22.0472
frelons-arcueil,punaises-de-lit-choisy-le-roi,146,607,24.0527
frelons-arcueil,punaises-de-lit-clamart,170,757,22.4571
frelons-arcueil,punaises-de-lit-fresnes,155,742,20.8895
frelons-arcueil,punaises-de-lit-gentilly,167,755,22.1192
frelons-arcueil,punaises-de-lit-le-kremlin-bicetre,167,749,22.2964
frelons-arcueil,punaises-de-lit-lhay-les-roses,151,768,19.6615
frelons-arcueil,punaises-de-lit-orly,145,608,23.8487
frelons-arcueil,punaises-de-lit-thiais,145,606,23.9274
frelons-arcueil,punaises-de-lit-versailles,143,612,23.366
frelons-arcueil,rats-arcueil,170,749,22.6969
frelons-arcueil,rats-cachan,175,780,22.4359
frelons-arcueil,rats-fresnes,153,751,20.3728
frelons-arcueil,rats-gentilly,167,755,22.1192
frelons-arcueil,rats-le-kremlin-bicetre,167,749,22.2964
frelons-arcueil,rats-lhay-les-roses,154,740,20.8108
frelons-arcueil,souris-arcueil,170,749,22.6969
frelons-arcueil,souris-cachan,161,756,21.2963
frelons-arcueil,souris-fresnes,158,742,21.2938
frelons-arcueil,souris-gentilly,167,755,22.1192
frelons-arcueil,souris-le-kremlin-bicetre,167,749,22.2964
frelons-arcueil,souris-lhay-les-roses,156,747,20.8835
frelons-arcueil,xylophages-antony,148,626,23.6422
frelons-arcueil,xylophages-chatenay-malabry,146,628,23.2484
frelons-arcueil,xylophages-choisy-le-roi,148,624,23.7179
frelons-arcueil,xylophages-orly,147,625,23.52
frelons-arcueil,xylophages-thiais,147,623,23.5955
frelons-arcueil,xylophages-versailles,145,628,23.0892
frelons-choisy-le-roi,frelons-clamart,151,598,25.2508
frelons-choisy-le-roi,frelons-gentilly,154,601,25.624
frelons-choisy-le-roi,frelons-le-kremlin-bicetre,154,596,25.8389
frelons-choisy-le-roi,frelons-orly,412,428,96.2617
frelons-choisy-le-roi,frelons-thiais,411,427,96.2529
frelons-choisy-le-roi,frelons-versailles,220,773,28.4605
frelons-choisy-le-roi,guepes-antony,254,716,35.4749
frelons-choisy-le-roi,guepes-arcueil,142,609,23.3169
frelons-choisy-le-roi,guepes-chatenay-malabry,392,452,86.7257
frelons-choisy-le-roi,guepes-choisy-le-roi,402,448,89.7321
frelons-choisy-le-roi,guepes-clamart,141,606,23.2673
frelons-choisy-le-roi,guepes-gentilly,144,610,23.6066
frelons-choisy-le-roi,guepes-le-kremlin-bicetre,144,604,23.8411
frelons-choisy-le-roi,guepes-orly,394,447,88.1432
frelons-choisy-le-roi,guepes-thiais,393,446,88.1166
frelons-choisy-le-roi,guepes-versailles,208,747,27.8447
frelons-choisy-le-roi,mouches-antony,377,473,79.704
frelons-choisy-le-roi,mouches-chatenay-malabry,375,476,78.7815
frelons-choisy-le-roi,mouches-choisy-le-roi,385,463,83.1533
frelons-choisy-le-roi,mouches-orly,377,471,80.0425
frelons-choisy-le-roi,mouches-thiais,376,470,80.0
frelons-choisy-le-roi,mouches-versailles,374,475,78.7368
frelons-choisy-le-roi,punaises-de-lit-antony,243,751,32.3569
frelons-choisy-le-roi,punaises-de-lit-arcueil,259,748,34.6257
frelons-choisy-le-roi,punaises-de-lit-cachan,214,803,26.6501
frelons-choisy-le-roi,punaises-de-lit-chatenay-malabry,261,757,34.4782
frelons-choisy-le-roi,punaises-de-lit-choisy-le-roi,382,459,83.2244
frelons-choisy-le-roi,punaises-de-lit-clamart,263,752,34.9734
frelons-choisy-le-roi,punaises-de-lit-fresnes,211,774,27.261
frelons-choisy-le-roi,punaises-de-lit-gentilly,261,749,34.8465
frelons-choisy-le-roi,punaises-de-lit-le-kremlin-bicetre,258,746,34.5845
frelons-choisy-le-roi,punaises-de-lit-lhay-les-roses,212,795,26.6667
frelons-choisy-le-roi,punaises-de-lit-orly,374,467,80.0857
frelons-choisy-le-roi,punaises-de-lit-thiais,373,466,80.0429
frelons-choisy-le-roi,punaises-de-lit-versailles,372,471,78.9809
frelons-choisy-le-roi,rats-arcueil,260,747,34.8059
frelons-choisy-le-roi,rats-cachan,235,808,29.0842
frelons-choisy-le-roi,rats-fresnes,227,765,29.6732
frelons-choisy-le-roi,rats-gentilly,262,748,35.0267
frelons-choisy-le-roi,rats-le-kremlin-bicetre,259,745,34.7651
frelons-choisy-le-roi,rats-lhay-les-roses,220,762,28.8714
frelons-choisy-le-roi,souris-arcueil,260,747,34.8059
frelons-choisy-le-roi,souris-cachan,218,787,27.7001
frelons-choisy-le-roi,souris-fresnes,219,769,28.4785
frelons-choisy-le-roi,souris-gentilly,262,748,35.0267
frelons-choisy-le-roi,souris-le-kremlin-bicetre,259,745,34.7651
frelons-choisy-le-roi,souris-lhay-les-roses,223,768,29.0365
frelons-choisy-le-roi,xylophages-antony,373,489,76.2781
frelons-choisy-le-roi,xylophages-chatenay-malabry,371,491,75.5601
frelons-choisy-le-roi,xylophages-choisy-le-roi,381,479,79.5407
frelons-choisy-le-roi,xylophages-orly,373,487,76.5914
frelons-choisy-le-roi,xylophages-thiais,372,486,76.5432
frelons-choisy-le-roi,xylophages-versailles,370,491,75.3564
frelons-clamart,frelons-gentilly,296,368,80.4348
frelons-clamart,frelons-le-kremlin-bicetre,289,370,78.1081
frelons-clamart,frelons-orly,151,598,25.2508
frelons-clamart,frelons-thiais,151,596,25.3356
frelons-clamart,frelons-versailles,259,643,40.2799
frelons-clamart,guepes-antony,162,717,22.5941
frelons-clamart,guepes-arcueil,256,404,63.3663
frelons-clamart,guepes-chatenay-malabry,148,605,24.4628
frelons-clamart,guepes-choisy-le-roi,153,606,25.2475
frelons-clamart,guepes-clamart,296,360,82.2222
frelons-clamart,guepes-gentilly,264,399,66.1654
frelons-clamart,guepes-le-kremlin-bicetre,257,400,64.25
frelons-clamart,guepes-orly,149,601,24.792
frelons-clamart,guepes-thiais,149,599,24.8748
frelons-clamart,guepes-versailles,242,622,38.9068
frelons-clamart,mouches-antony,142,617,23.0146
frelons-clamart,mouches-chatenay-malabry,140,620,22.5806
frelons-clamart,mouches-choisy-le-roi,141,616,22.8896
frelons-clamart,mouches-orly,141,616,22.8896
frelons-clamart,mouches-thiais,141,614,22.9642
frelons-clamart,mouches-versailles,139,619,22.4556
frelons-clamart,punaises-de-lit-antony,152,751,20.2397
frelons-clamart,punaises-de-lit-arcueil,161,755,21.3245
frelons-clamart,punaises-de-lit-cachan,157,769,20.4161
frelons-clamart,punaises-de-lit-chatenay-malabry,164,763,21.4941
frelons-clamart,punaises-de-lit-choisy-le-roi,145,605,23.9669
frelons-clamart,punaises-de-lit-clamart,174,750,23.2
frelons-clamart,punaises-de-lit-fresnes,154,740,20.8108
frelons-clamart,punaises-de-lit-gentilly,165,754,21.8833
frelons-clamart,punaises-de-lit-le-kremlin-bicetre,162,751,21.5712
frelons-clamart,punaises-de-lit-lhay-les-roses,152,764,19.8953
frelons-clamart,punaises-de-lit-orly,145,605,23.9669
frelons-clamart,punaises-de-lit-thiais,145,603,24.0464
frelons-clamart,punaises-de-lit-versailles,143,609,23.4811
frelons-clamart,rats-arcueil,161,755,21.3245
frelons-clamart,rats-cachan,170,782,21.7391
frelons-clamart,rats-fresnes,151,750,20.1333
frelons-clamart,rats-gentilly,165,754,21.8833
frelons-clamart,rats-le-kremlin-bicetre,162,751,21.5712
frelons-clamart,rats-lhay-les-roses,155,736,21.0598
frelons-clamart,souris-arcueil,161,755,21.3245
frelons-clamart,souris-cachan,159,755,21.0596
frelons-clamart,souris-fresnes,157,740,21.2162
frelons-clamart,souris-gentilly,165,754,21.8833
frelons-clamart,souris-le-kremlin-bicetre,162,751,21.5712
frelons-clamart,souris-lhay-les-roses,157,743,21.1306
frelons-clamart,xylophages-antony,149,622,23.955
frelons-clamart,xylophages-chatenay-malabry,147,624,23.5577
frelons-clamart,xylophages-choisy-le-roi,148,621,23.8325
frelons-clamart,xylophages-orly,148,621,23.8325
frelons-clamart,xylophages-thiais,148,619,23.9095
frelons-clamart,xylophages-versailles,146,624,23.3974
frelons-gentilly,frelons-le-kremlin-bicetre,296,369,80.2168
frelons-gentilly,frelons-orly,153,602,25.4153
frelons-gentilly,frelons-thiais,153,600,25.5
frelons-gentilly,frelons-versailles,259,649,39.9076
frelons-gentilly,guepes-antony,164,721,22.7462
frelons-gentilly,guepes-arcueil,268,398,67.3367
frelons-gentilly,guepes-chatenay-malabry,152,607,25.0412
frelons-gentilly,guepes-choisy-le-roi,157,608,25.8224
frelons-gentilly,guepes-clamart,265,397,66.7506
frelons-gentilly,guepes-gentilly,303,366,82.7869
frelons-gentilly,guepes-le-kremlin-bicetre,264,399,66.1654
frelons-gentilly,guepes-orly,151,605,24.9587
frelons-gentilly,guepes-thiais,151,603,25.0415
frelons-gentilly,guepes-versailles,240,630,38.0952
frelons-gentilly,mouches-antony,145,620,23.3871
frelons-gentilly,mouches-chatenay-malabry,144,622,23.1511
frelons-gentilly,mouches-choisy-le-roi,144,619,23.2633
frelons-gentilly,mouches-orly,143,620,23.0645
frelons-gentilly,mouches-thiais,143,618,23.1392
frelons-gentilly,mouches-versailles,142,622,22.8296
frelons-gentilly,punaises-de-lit-antony,156,753,20.7171
frelons-gentilly,punaises-de-lit-arcueil,166,756,21.9577
frelons-gentilly,punaises-de-lit-cachan,157,775,20.2581
frelons-gentilly,punaises-de-lit-chatenay-malabry,168,765,21.9608
frelons-gentilly,punaises-de-lit-choisy-le-roi,149,607,24.547
frelons-gentilly,punaises-de-lit-clamart,170,760,22.3684
frelons-gentilly,punaises-de-lit-fresnes,155,745,20.8054
frelons-gentilly,punaises-de-lit-gentilly,173,752,23.0053
frelons-gentilly,punaises-de-lit-le-kremlin-bicetre,165,754,21.8833
frelons-gentilly,punaises-de-lit-lhay-les-roses,151,771,19.585
frelons-gentilly,punaises-de-lit-orly,148,608,24.3421
frelons-gentilly,punaises-de-lit-thiais,148,606,24.4224
frelons-gentilly,punaises-de-lit-versailles,147,611,24.0589
frelons-gentilly,rats-arcueil,166,756,21.9577
frelons-gentilly,rats-cachan,174,784,22.1939
frelons-gentilly,rats-fresnes,155,752,20.6117
frelons-gentilly,rats-gentilly,173,752,23.0053
frelons-gentilly,rats-le-kremlin-bicetre,165,754,21.8833
frelons-gentilly,rats-lhay-les-roses,155,742,20.8895
frelons-gentilly,souris-arcueil,166,756,21.9577
frelons-gentilly,souris-cachan,161,759,21.2121
frelons-gentilly,souris-fresnes,159,744,21.371
frelons-gentilly,souris-gentilly,173,752,23.0053
frelons-gentilly,souris-le-kremlin-bicetre,165,754,21.8833
frelons-gentilly,souris-lhay-les-roses,158,748,21.123
frelons-gentilly,xylophages-antony,151,626,24.1214
frelons-gentilly,xylophages-chatenay-malabry,150,627,23.9234
frelons-gentilly,xylophages-choisy-le-roi,150,625,24.0
frelons-gentilly,xylophages-orly,149,626,23.8019
frelons-gentilly,xylophages-thiais,149,624,23.8782
frelons-gentilly,xylophages-versailles,148,628,23.5669
frelons-le-kremlin-bicetre,frelons-orly,154,596,25.8389
frelons-le-kremlin-bicetre,frelons-thiais,155,593,26.1383
frelons-le-kremlin-bicetre,frelons-versailles,259,644,40.2174
frelons-le-kremlin-bicetre,guepes-antony,165,715,23.0769
frelons-le-kremlin-bicetre,guepes-arcueil,261,400,65.25
frelons-le-kremlin-bicetre,guepes-chatenay-malabry,152,602,25.2492
frelons-le-kremlin-bicetre,guepes-choisy-le-roi,157,603,26.0365
frelons-le-kremlin-bicetre,guepes-clamart,258,399,64.6617
frelons-le-kremlin-bicetre,guepes-gentilly,264,400,66.0
frelons-le-kremlin-bicetre,guepes-le-kremlin-bicetre,297,361,82.2715
frelons-le-kremlin-bicetre,guepes-orly,152,599,25.3756
frelons-le-kremlin-bicetre,guepes-thiais,153,596,25.6711
frelons-le-kremlin-bicetre,guepes-versailles,240,625,38.4
frelons-le-kremlin-bicetre,mouches-antony,145,615,23.5772
frelons-le-kremlin-bicetre,mouches-chatenay-malabry,144,617,23.3387
frelons-le-kremlin-bicetre,mouches-choisy-le-roi,144,614,23.4528
frelons-le-kremlin-bicetre,mouches-orly,144,614,23.4528
frelons-le-kremlin-bicetre,mouches-thiais,145,611,23.7316
frelons-le-kremlin-bicetre,mouches-versailles,143,616,23.2143
frelons-le-kremlin-bicetre,punaises-de-lit-antony,156,748,20.8556
frelons-le-kremlin-bicetre,punaises-de-lit-arcueil,163,754,21.618
frelons-le-kremlin-bicetre,punaises-de-lit-cachan,156,771,20.2335
frelons-le-kremlin-bicetre,punaises-de-lit-chatenay-malabry,165,763,21.6252
frelons-le-kremlin-bicetre,punaises-de-lit-choisy-le-roi,149,602,24.7508
frelons-le-kremlin-bicetre,punaises-de-lit-clamart,167,758,22.0317
frelons-le-kremlin-bicetre,punaises-de-lit-fresnes,156,739,21.1096
frelons-le-kremlin-bicetre,punaises-de-lit-gentilly,166,754,22.0159
frelons-le-kremlin-bicetre,punaises-de-lit-le-kremlin-bicetre,168,746,22.5201
frelons-le-kremlin-bicetre,punaises-de-lit-lhay-les-roses,152,765,19.8693
frelons-le-kremlin-bicetre,punaises-de-lit-orly,149,602,24.7508
frelons-le-kremlin-bicetre,punaises-de-lit-thiais,150,599,25.0417
frelons-le-kremlin-bicetre,punaises-de-lit-versailles,148,605,24.4628
frelons-le-kremlin-bicetre,rats-arcueil,163,754,21.618
frelons-le-kremlin-bicetre,rats-cachan,174,779,22.3363
frelons-le-kremlin-bicetre,rats-fresnes,153,749,20.4272
frelons-le-kremlin-bicetre,rats-gentilly,166,754,22.0159
frelons-le-kremlin-bicetre,rats-le-kremlin-bicetre,168,746,22.5201
frelons-le-kremlin-bicetre,rats-lhay-les-roses,155,737,21.0312
frelons-le-kremlin-bicetre,souris-arcueil,163,754,21.618
frelons-le-kremlin-bicetre,souris-cachan,158,757,20.8719
frelons-le-kremlin-bicetre,souris-fresnes,158,740,21.3514
frelons-le-kremlin-bicetre,souris-gentilly,166,754,22.0159
frelons-le-kremlin-bicetre,souris-le-kremlin-bicetre,168,746,22.5201
frelons-le-kremlin-bicetre,souris-lhay-les-roses,158,743,21.2651
frelons-le-kremlin-bicetre,xylophages-antony,151,621,24.3156
frelons-le-kremlin-bicetre,xylophages-chatenay-malabry,150,622,24.1158
frelons-le-kremlin-bicetre,xylophages-choisy-le-roi,150,620,24.1935
frelons-le-kremlin-bicetre,xylophages-orly,150,620,24.1935
frelons-le-kremlin-bicetre,xylophages-thiais,151,617,24.4733
frelons-le-kremlin-bicetre,xylophages-versailles,149,622,23.955
frelons-orly,frelons-thiais,412,426,96.7136
frelons-orly,frelons-versailles,220,773,28.4605
frelons-orly,guepes-antony,253,717,35.2859
frelons-orly,guepes-arcueil,141,610,23.1148
frelons-orly,guepes-chatenay-malabry,391,453,86.3135
frelons-orly,guepes-choisy-le-roi,394,456,86.4035
frelons-orly,guepes-clamart,141,606,23.2673
frelons-orly,guepes-gentilly,143,611,23.4043
frelons-orly,guepes-le-kremlin-bicetre,144,604,23.8411
frelons-orly,guepes-orly,402,439,91.5718
frelons-orly,guepes-thiais,394,445,88.5393
frelons-orly,guepes-versailles,208,747,27.8447
frelons-orly,mouches-antony,376,474,79.3249
frelons-orly,mouches-chatenay-malabry,374,477,78.4067
frelons-orly,mouches-choisy-le-roi,377,471,80.0425
frelons-orly,mouches-orly,385,463,83.1533
frelons-orly,mouches-thiais,377,469,80.3838
frelons-orly,mouches-versailles,374,475,78.7368
frelons-orly,punaises-de-lit-antony,242,752,32.1809
frelons-orly,punaises-de-lit-arcueil,259,748,34.6257
frelons-orly,punaises-de-lit-cachan,214,803,26.6501
frelons-orly,punaises-de-lit-chatenay-malabry,261,757,34.4782
frelons-orly,punaises-de-lit-choisy-le-roi,374,467,80.0857
frelons-orly,punaises-de-lit-clamart,263,752,34.9734
frelons-orly,punaises-de-lit-fresnes,211,774,27.261
frelons-orly,punaises-de-lit-gentilly,261,749,34.8465
frelons-orly,punaises-de-lit-le-kremlin-bicetre,258,746,34.5845
frelons-orly,punaises-de-lit-lhay-les-roses,212,795,26.6667
frelons-orly,punaises-de-lit-orly,382,459,83.2244
frelons-orly,punaises-de-lit-thiais,374,465,80.4301
frelons-orly,punaises-de-lit-versailles,372,471,78.9809
frelons-orly,rats-arcueil,260,747,34.8059
frelons-orly,rats-cachan,235,808,29.0842
frelons-orly,rats-fresnes,226,766,29.5039
frelons-orly,rats-gentilly,262,748,35.0267
frelons-orly,rats-le-kremlin-bicetre,259,745,34.7651
frelons-orly,rats-lhay-les-roses,220,762,28.8714
frelons-orly,souris-arcueil,260,747,34.8059
frelons-orly,souris-cachan,218,787,27.7001
frelons-orly,souris-fresnes,219,769,28.4785
frelons-orly,souris-gentilly,262,748,35.0267
frelons-orly,souris-le-kremlin-bicetre,259,745,34.7651
frelons-orly,souris-lhay-les-roses,223,768,29.0365
frelons-orly,xylophages-antony,372,490,75.9184
frelons-orly,xylophages-chatenay-malabry,370,492,75.2033
frelons-orly,xylophages-choisy-le-roi,373,487,76.5914
frelons-orly,xylophages-orly,381,479,79.5407
frelons-orly,xylophages-thiais,373,485,76.9072
frelons-orly,xylophages-versailles,370,491,75.3564
frelons-thiais,frelons-versailles,220,771,28.5344
frelons-thiais,guepes-antony,253,715,35.3846
frelons-thiais,guepes-arcueil,141,608,23.1908
frelons-thiais,guepes-chatenay-malabry,390,452,86.2832
frelons-thiais,guepes-choisy-le-roi,393,455,86.3736
frelons-thiais,guepes-clamart,141,604,23.3444
frelons-thiais,guepes-gentilly,143,609,23.4811
frelons-thiais,guepes-le-kremlin-bicetre,145,601,24.1265
frelons-thiais,guepes-orly,394,445,88.5393
frelons-thiais,guepes-thiais,400,437,91.5332
frelons-thiais,guepes-versailles,208,745,27.9195
frelons-thiais,mouches-antony,376,472,79.661
frelons-thiais,mouches-chatenay-malabry,373,476,78.3613
frelons-thiais,mouches-choisy-le-roi,376,470,80.0
frelons-thiais,mouches-orly,377,469,80.3838
frelons-thiais,mouches-thiais,383,461,83.0803
frelons-thiais,mouches-versailles,373,474,78.692
frelons-thiais,punaises-de-lit-antony,242,750,32.2667
frelons-thiais,punaises-de-lit-arcueil,260,745,34.8993
frelons-thiais,punaises-de-lit-cachan,215,800,26.875
frelons-thiais,punaises-de-lit-chatenay-malabry,261,755,34.5695
frelons-thiais,punaises-de-lit-choisy-le-roi,373,466,80.0429
frelons-thiais,punaises-de-lit-clamart,263,750,35.0667
frelons-thiais,punaises-de-lit-fresnes,212,771,27.4968
frelons-thiais,punaises-de-lit-gentilly,262,746,35.1206
frelons-thiais,punaises-de-lit-le-kremlin-bicetre,259,743,34.8587
frelons-thiais,punaises-de-lit-lhay-les-roses,213,792,26.8939
frelons-thiais,punaises-de-lit-orly,374,465,80.4301
frelons-thiais,punaises-de-lit-thiais,380,457,83.151
frelons-thiais,punaises-de-lit-versailles,371,470,78.9362
frelons-thiais,rats-arcueil,261,744,35.0806
frelons-thiais,rats-cachan,237,804,29.4776
frelons-thiais,rats-fresnes,227,763,29.751
frelons-thiais,rats-gentilly,263,745,35.302
frelons-thiais,rats-le-kremlin-bicetre,260,742,35.0404
frelons-thiais,rats-lhay-les-roses,221,759,29.1173
frelons-thiais,souris-arcueil,261,744,35.0806
frelons-thiais,souris-cachan,219,784,27.9337
frelons-thiais,souris-fresnes,220,766,28.7206
frelons-thiais,souris-gentilly,263,745,35.302
frelons-thiais,souris-le-kremlin-bicetre,260,742,35.0404
frelons-thiais,souris-lhay-les-roses,224,765,29.281
frelons-thiais,xylophages-antony,372,488,76.2295
frelons-thiais,xylophages-chatenay-malabry,369,491,75.1527
frelons-thiais,xylophages-choisy-le-roi,372,486,76.5432
frelons-thiais,xylophages-orly,373,485,76.9072
frelons-thiais,xylophages-thiais,379,477,79.4549
frelons-thiais,xylophages-versailles,369,490,75.3061
frelons-versailles,guepes-antony,263,860,30.5814
frelons-versailles,guepes-arcueil,238,666,35.7357
frelons-versailles,guepes-chatenay-malabry,217,780,27.8205
frelons-versailles,guepes-choisy-le-roi,224,779,28.7548
frelons-versailles,guepes-clamart,236,664,35.5422
frelons-versailles,guepes-gentilly,235,672,34.9702
frelons-versailles,guepes-le-kremlin-bicetre,235,666,35.2853
frelons-versailles,guepes-orly,218,776,28.0928
frelons-versailles,guepes-thiais,218,774,28.1654
frelons-versailles,guepes-versailles,392,716,54.7486
frelons-versailles,mouches-antony,213,790,26.962
frelons-versailles,mouches-chatenay-malabry,211,793,26.6078
frelons-versailles,mouches-choisy-le-roi,212,789,26.8695
frelons-versailles,mouches-orly,212,789,26.8695
frelons-versailles,mouches-thiais,212,787,26.9377
frelons-versailles,mouches-versailles,220,782,28.133
frelons-versailles,punaises-de-lit-antony,245,902,27.1619
frelons-versailles,punaises-de-lit-arcueil,265,895,29.6089
frelons-versailles,punaises-de-lit-cachan,225,945,23.8095
frelons-versailles,punaises-de-lit-chatenay-malabry,266,905,29.3923
frelons-versailles,punaises-de-lit-choisy-le-roi,211,783,26.9476
frelons-versailles,punaises-de-lit-clamart,270,898,30.0668
frelons-versailles,punaises-de-lit-fresnes,220,918,23.9651
frelons-versailles,punaises-de-lit-gentilly,266,897,29.6544
frelons-versailles,punaises-de-lit-le-kremlin-bicetre,265,892,29.7085
frelons-versailles,punaises-de-lit-lhay-les-roses,232,928,25.0
frelons-versailles,punaises-de-lit-orly,211,783,26.9476
frelons-versailles,punaises-de-lit-thiais,211,781,27.0166
frelons-versailles,punaises-de-lit-versailles,220,776,28.3505
frelons-versailles,rats-arcueil,265,895,29.6089
frelons-versailles,rats-cachan,251,945,26.5608
frelons-versailles,rats-fresnes,233,912,25.5482
frelons-versailles,rats-gentilly,266,897,29.6544
frelons-versailles,rats-le-kremlin-bicetre,265,892,29.7085
frelons-versailles,rats-lhay-les-roses,233,902,25.8315
frelons-versailles,souris-arcueil,265,895,29.6089
frelons-versailles,souris-cachan,235,923,25.4605
frelons-versailles,souris-fresnes,237,904,26.2168
frelons-versailles,souris-gentilly,266,897,29.6544
frelons-versailles,souris-le-kremlin-bicetre,265,892,29.7085
